index,English Word,Valence,Arousal,Dominance,Turkish Word,Joy,Anger,Sadness,Fear,Disgust
316,aerial,0.615,0.461,0.463,havadan,2.47,1.35,1.32,1.43,1.29
317,aerobics,0.708,0.771,0.627,aerobik,2.4,1.34,1.32,1.38,1.32
318,aerodrome,0.541,0.74,0.678,havaalanı,1.86,1.38,1.34,1.4,1.39
319,aerodynamic,0.561,0.724,0.728,aerodinamik,2.5,1.34,1.32,1.4,1.3
320,aerodynamics,0.59,0.663,0.722,aerodinamik,2.38,1.4,1.35,1.47,1.34
321,aeronautics,0.551,0.633,0.688,havacılık,2.43,1.35,1.32,1.4,1.31
322,aeroplane,0.714,0.642,0.644,uçak,2.65,1.33,1.31,1.4,1.28
323,aerospace,0.643,0.52,0.779,havacılık,2.27,1.35,1.32,1.4,1.32
324,aesthetic,0.708,0.442,0.526,estetik,2.35,1.32,1.3,1.36,1.3
325,aesthetics,0.847,0.327,0.549,estetik,2.66,1.29,1.28,1.33,1.27
326,aetiology,0.48,0.398,0.615,etiyoloji,1.69,1.6,1.55,1.64,1.58
327,afar,0.396,0.373,0.358,uzaktan,1.82,1.44,1.39,1.46,1.44
328,affable,0.704,0.38,0.452,nazik,2.48,1.31,1.29,1.35,1.28
329,affair,0.52,0.459,0.657,mesele,2.11,1.74,1.66,1.85,1.6
330,affect,0.458,0.569,0.578,etkilemek,1.83,1.45,1.39,1.48,1.44
331,affecting,0.35,0.574,0.394,etkileyen,1.45,2.15,2.09,2.17,2.12
332,affection,0.898,0.559,0.696,alaka,3.52,1.21,1.24,1.29,1.15
333,affectionate,0.949,0.422,0.55,sevecen,3.36,1.23,1.26,1.31,1.17
334,affections,0.76,0.547,0.655,sevgiler,2.16,1.59,1.48,1.66,1.5
335,affiche,0.479,0.265,0.402,Afiş,1.84,1.41,1.36,1.43,1.41
336,affidavit,0.469,0.584,0.526,beyanname,1.61,1.69,1.6,1.7,1.67
337,affiliated,0.673,0.519,0.535,bağlı,1.77,1.43,1.39,1.45,1.45
338,affiliation,0.615,0.594,0.5,üyelik,1.88,1.39,1.34,1.41,1.39
339,affinity,0.8,0.5,0.537,yakınlık,2.39,1.33,1.3,1.36,1.31
340,affirm,0.745,0.509,0.731,onaylamak,2.1,1.34,1.3,1.36,1.33
341,affirmation,0.75,0.5,0.689,onaylama,2.69,1.31,1.29,1.36,1.27
342,affirmative,0.854,0.589,0.816,olumlu,1.89,1.43,1.36,1.46,1.41
343,affirmatively,0.908,0.5,0.811,olumlu olarak,1.8,1.41,1.35,1.42,1.42
344,affix,0.438,0.335,0.411,takmak,1.73,1.38,1.33,1.38,1.41
345,afflict,0.302,0.555,0.293,ıstırap çekmek,1.41,2.03,2.09,2.02,2.05
346,afflicted,0.271,0.5,0.167,tutulmuş,1.28,2.3,2.38,2.33,2.26
347,affliction,0.294,0.635,0.392,ızdırap,1.29,2.32,2.27,2.34,2.27
348,affluence,0.663,0.618,0.722,zenginlik,2.52,1.32,1.3,1.37,1.3
349,affluent,0.756,0.388,0.477,zengin,1.79,1.41,1.35,1.42,1.42
350,afford,0.571,0.58,0.575,parası yetmek,1.74,1.57,1.43,1.45,1.74
351,affordable,0.84,0.398,0.493,ekonomik,3.64,1.19,1.23,1.28,1.13
352,affront,0.327,0.74,0.547,hakaret,1.6,1.74,1.65,1.76,1.72
353,affronted,0.385,0.75,0.527,hakaret,1.51,1.91,1.77,1.9,1.92
354,afield,0.594,0.37,0.373,uzakta,2.07,1.35,1.31,1.37,1.35
355,afire,0.367,0.904,0.675,bir ateş,1.75,1.59,1.51,1.67,1.54
356,afloat,0.602,0.427,0.444,su üstünde,1.84,1.39,1.34,1.41,1.41
357,afore,0.5,0.337,0.382,önce,1.72,1.4,1.34,1.4,1.43
358,aforementioned,0.49,0.316,0.408,bahsi geçen,1.88,1.43,1.38,1.44,1.42
359,aforesaid,0.531,0.358,0.478,yukarıda bahsedilen,1.73,1.42,1.36,1.42,1.44
360,afraid,0.01,0.775,0.245,korkmuş,1.25,2.36,2.24,2.32,2.39
361,afresh,0.643,0.521,0.48,yeniden,2.03,1.36,1.32,1.37,1.36
362,aft,0.48,0.417,0.518,kıç,1.75,1.36,1.3,1.37,1.39
363,afterlife,0.571,0.567,0.568,öbür dünya,2.02,1.49,1.44,1.57,1.44
364,aftermath,0.312,0.449,0.444,sonrası,1.39,2.26,2.24,2.47,1.99
365,afternoon,0.533,0.388,0.339,öğleden sonra,3.18,1.25,1.27,1.32,1.2
366,aftershave,0.406,0.384,0.415,tıraş sonrası,2.34,1.37,1.33,1.42,1.34
367,aftertaste,0.354,0.362,0.455,ağızda kalan tat,1.5,1.85,1.82,1.82,1.89
368,afterthought,0.396,0.392,0.349,sonradan düşünülmüş,1.74,1.48,1.46,1.51,1.48
369,aga,0.542,0.327,0.398,ağa,1.82,1.46,1.38,1.46,1.47
370,agape,0.612,0.529,0.464,agape,2.03,1.49,1.42,1.58,1.42
371,agate,0.54,0.377,0.483,akik,2.04,1.37,1.33,1.41,1.36
372,age,0.561,0.226,0.498,yaş,2.12,1.32,1.29,1.36,1.31
373,aged,0.135,0.365,0.236,yaşlı,1.78,1.44,1.41,1.46,1.46
374,agency,0.46,0.296,0.583,Ajans,1.76,1.41,1.35,1.42,1.42
375,agenda,0.531,0.296,0.553,Gündem,1.72,1.47,1.42,1.48,1.5
376,agent,0.48,0.439,0.755,ajan,1.75,1.39,1.33,1.4,1.41
377,agglomeration,0.45,0.765,0.509,yığılma,1.49,1.86,1.81,1.86,1.87
378,aggravate,0.224,0.77,0.464,ağırlaştırmak,1.22,2.38,2.37,2.33,2.42
379,aggravated,0.079,0.76,0.43,ağırlaştırılmış,1.2,2.48,2.45,2.47,2.46
380,aggravates,0.108,0.778,0.357,ağırlaştırır,1.21,2.42,2.39,2.39,2.43
381,aggravating,0.257,0.794,0.64,ağırlaştırıcı,1.22,2.43,2.36,2.37,2.48
382,aggravation,0.071,0.784,0.613,ağırlaştırma,1.26,2.4,2.36,2.42,2.33
383,aggregate,0.73,0.378,0.556,agrega,1.76,1.4,1.35,1.41,1.42
384,aggregation,0.583,0.517,0.694,toplama,1.66,1.56,1.49,1.55,1.58
385,aggresive,0.059,0.971,0.639,agresif,1.32,2.4,2.19,2.45,2.29
386,aggression,0.094,0.929,0.533,saldırganlık,1.25,2.58,2.41,2.71,2.35
387,aggressive,0.125,0.949,0.648,agresif,1.31,2.42,2.23,2.47,2.28
388,aggressively,0.25,0.926,0.688,agresif bir şekilde,1.55,1.95,1.76,1.94,1.93
389,aggressiveness,0.077,0.913,0.648,saldırganlık,1.35,2.38,2.18,2.43,2.27
390,aggressor,0.146,0.948,0.823,saldırgan,1.19,2.71,2.58,2.89,2.38
391,agh,0.26,0.5,0.4,ah,1.67,1.58,1.6,1.63,1.58
392,aghast,0.133,0.865,0.464,dehşete düşmek,1.43,2.12,2.03,2.19,2.01
393,aghhh,0.281,0.635,0.243,ahhh,1.45,2.07,2.09,2.11,2.03
394,agile,0.8,0.657,0.775,atik,2.43,1.39,1.35,1.47,1.33
395,agility,0.72,0.702,0.815,çeviklik,2.89,1.34,1.31,1.44,1.26
396,aging,0.214,0.255,0.284,yaşlanma,1.4,2.05,2.27,2.16,1.95
397,agitate,0.3,0.796,0.593,çalkalamak,1.23,2.46,2.37,2.54,2.3
398,agitated,0.444,0.882,0.491,tedirgin,1.27,2.39,2.3,2.41,2.33
399,agitation,0.24,0.931,0.447,çalkalama,1.26,2.39,2.4,2.5,2.2
400,aglow,0.78,0.51,0.797,kıpkırmızı,2.5,1.41,1.37,1.5,1.33
401,agnostic,0.306,0.396,0.574,agnostik,1.8,1.41,1.36,1.42,1.42
402,ago,0.317,0.28,0.404,evvel,1.93,1.45,1.44,1.49,1.45
403,agonizing,0.083,0.8,0.34,acı verici,1.2,2.56,2.63,2.76,2.29
404,agony,0.083,0.775,0.393,ızdırap,1.2,2.47,2.58,2.62,2.3
405,agoraphobia,0.127,0.712,0.438,agorafobi,1.19,2.55,2.7,2.76,2.27
406,agree,0.906,0.26,0.545,Katılıyorum,2.55,1.3,1.28,1.32,1.28
407,agreeable,0.906,0.5,0.696,hoş,3.27,1.21,1.24,1.27,1.16
408,agreed,0.797,0.449,0.574,kabul,2.13,1.31,1.28,1.34,1.31
409,agreeing,0.854,0.48,0.557,anlaşmak,1.86,1.4,1.34,1.4,1.41
410,agreement,0.76,0.44,0.736,anlaşma,1.9,1.36,1.31,1.37,1.36
411,agressive,0.083,0.918,0.751,agresif,1.31,2.42,2.22,2.46,2.3
412,agricultural,0.686,0.321,0.473,tarımsal,2.45,1.32,1.3,1.36,1.3
413,agriculture,0.64,0.357,0.465,tarım,2.36,1.32,1.3,1.35,1.31
414,aground,0.333,0.34,0.445,karaya oturmak,1.59,1.65,1.61,1.64,1.7
415,agua,0.598,0.18,0.436,agua,2.21,1.3,1.26,1.33,1.28
416,ahead,0.708,0.52,0.673,ilerde,2.24,1.33,1.3,1.35,1.32
417,ahhh,0.562,0.517,0.241,ahhh,2.37,1.4,1.37,1.47,1.36
418,ahhhhhhhh,0.552,0.649,0.288,ahhhhhhhh,2.75,1.37,1.36,1.46,1.3
419,ahoy,0.5,0.497,0.38,aho,2.19,1.33,1.29,1.37,1.31
420,aid,0.796,0.491,0.541,yardım,1.94,1.42,1.39,1.45,1.42
421,aide,0.724,0.342,0.434,yardımcı,1.79,1.37,1.31,1.38,1.38
422,aiding,0.643,0.533,0.569,yardım,2.16,1.42,1.39,1.45,1.41
423,aids,0.561,0.48,0.5,AIDS,1.76,1.47,1.44,1.49,1.49
424,ail,0.375,0.434,0.385,her şey,1.7,1.49,1.45,1.5,1.52
425,ailing,0.094,0.518,0.153,hasta,1.2,2.35,2.34,2.18,2.59
426,ailment,0.146,0.734,0.277,rahatsızlık,1.28,2.25,2.42,2.31,2.19
427,aim,0.481,0.569,0.567,amaç,2.06,1.35,1.31,1.4,1.31
428,aimless,0.15,0.267,0.183,amaçsız,1.5,1.79,1.84,1.8,1.82
429,air,0.708,0.163,0.427,hava,2.62,1.27,1.26,1.31,1.25
430,airbag,0.51,0.402,0.433,hava yastığı,1.75,1.43,1.37,1.45,1.44
431,airborne,0.542,0.519,0.385,havadan,1.88,1.56,1.48,1.67,1.46
432,aircraft,0.646,0.644,0.691,uçak,2.4,1.35,1.33,1.4,1.32
433,aircraft carrier,0.49,0.74,0.727,uçak gemisi,,,,,
434,airfield,0.601,0.65,0.645,hava alanı,1.81,1.4,1.35,1.41,1.41
435,airhead,0.271,0.481,0.276,havalı kafa,1.44,1.98,1.85,1.92,2.03
436,airlift,0.573,0.622,0.642,hava ikmali,1.81,1.52,1.45,1.6,1.47
437,airline,0.65,0.482,0.688,havayolu,2.0,1.37,1.33,1.39,1.37
438,airliner,0.667,0.777,0.647,uçak,2.04,1.42,1.38,1.48,1.38
439,airlock,0.398,0.52,0.447,hava kilidi,1.7,1.48,1.41,1.49,1.49
440,airman,0.587,0.716,0.721,havacı,1.93,1.55,1.49,1.61,1.49
441,airplane,0.719,0.702,0.708,uçak,2.6,1.4,1.36,1.51,1.3
442,airport,0.729,0.684,0.682,havalimanı,2.18,1.37,1.34,1.4,1.36
443,airs,0.583,0.196,0.37,fiyaka,1.79,1.4,1.35,1.41,1.42
444,airship,0.542,0.472,0.529,zeplin,2.05,1.41,1.36,1.47,1.38
445,airspace,0.562,0.51,0.64,hava boşluğu,1.75,1.43,1.38,1.44,1.44
446,airspeed,0.583,0.78,0.544,hava hızı,1.76,1.44,1.39,1.46,1.45
447,airstrip,0.55,0.69,0.649,uçak pisti,1.76,1.45,1.39,1.47,1.45
448,airtight,0.479,0.381,0.57,hava geçirmez,1.77,1.41,1.35,1.42,1.43
449,airway,0.638,0.585,0.482,hava yolu,1.77,1.45,1.39,1.45,1.47
450,aisle,0.438,0.222,0.283,koridor,1.79,1.39,1.34,1.4,1.4
451,ait,0.385,0.39,0.402,ait,1.74,1.45,1.41,1.47,1.47
452,ajar,0.46,0.413,0.446,aralık,1.68,1.48,1.44,1.49,1.51
453,aka,0.459,0.358,0.351,diğer adıyla,1.72,1.43,1.39,1.44,1.46
454,akin,0.639,0.343,0.523,benzer,1.76,1.39,1.34,1.4,1.41
455,alabaster,0.542,0.404,0.445,kaymaktaşı,2.23,1.34,1.31,1.37,1.33
456,alarm,0.241,0.882,0.698,alarm,1.51,2.16,1.97,2.41,1.87
457,alarm clock,0.542,0.727,0.642,alarm saati,,,,,
458,alarmed,0.188,0.822,0.492,alarma geçmiş,1.39,2.3,2.27,2.5,2.04
459,alarming,0.204,0.89,0.585,endişe verici,1.29,2.46,2.42,2.62,2.24
460,alas,0.571,0.31,0.279,ne yazık ki,1.62,1.65,1.67,1.68,1.65
461,alb,0.521,0.38,0.427,alb,1.77,1.34,1.3,1.36,1.37
462,albatross,0.5,0.445,0.527,albatros,1.95,1.5,1.47,1.53,1.49
463,albino,0.5,0.24,0.358,albino,1.82,1.55,1.51,1.64,1.49
464,album,0.635,0.349,0.453,albüm,2.82,1.25,1.25,1.31,1.2
465,alchemy,0.541,0.583,0.693,simya,2.45,1.42,1.37,1.53,1.34
466,alcohol,0.323,0.667,0.377,alkol,1.48,2.0,1.92,2.04,1.94
467,alcoholic,0.153,0.688,0.361,alkollü,1.26,2.35,2.32,2.35,2.31
468,alcoholism,0.061,0.779,0.407,alkolizm,1.14,2.65,2.86,2.86,2.36
469,alcove,0.49,0.34,0.356,oyuk,1.91,1.36,1.31,1.38,1.37
470,alderman,0.55,0.459,0.691,meclis üyesi,1.66,1.5,1.44,1.48,1.56
471,ale,0.53,0.45,0.358,bira,2.12,1.33,1.29,1.36,1.33
472,alert,0.479,0.82,0.648,Alarm,2.02,1.39,1.34,1.43,1.37
473,alertness,0.375,0.875,0.75,uyanıklık,3.03,1.28,1.27,1.37,1.22
474,alerts,0.337,0.804,0.673,uyarılar,1.8,1.45,1.39,1.48,1.45
475,alfalfa,0.546,0.25,0.311,yonca,1.89,1.37,1.32,1.39,1.38
476,algebra,0.44,0.34,0.565,cebir,1.75,1.43,1.38,1.44,1.45
477,algebraic,0.531,0.412,0.441,cebirsel,1.82,1.4,1.34,1.41,1.41
478,algorithm,0.448,0.394,0.559,algoritma,1.86,1.39,1.34,1.41,1.39
479,alias,0.541,0.353,0.333,takma ad,1.7,1.47,1.41,1.49,1.48
480,alibi,0.396,0.528,0.556,mazeret,1.49,1.84,1.72,1.76,1.93
481,alien,0.41,0.615,0.491,yabancı,1.72,1.72,1.65,1.83,1.61
482,alienate,0.247,0.5,0.523,yabancılaştırmak,1.21,2.41,2.18,2.21,2.62
483,alienated,0.41,0.423,0.559,yabancılaşmış,1.24,2.32,2.14,2.16,2.51
484,alienation,0.378,0.53,0.462,yabancılaşma,1.23,2.42,2.39,2.45,2.34
485,alight,0.667,0.657,0.605,inmek,1.85,1.44,1.38,1.47,1.43
486,align,0.656,0.364,0.627,hizalamak,1.89,1.35,1.3,1.36,1.36
487,aligned,0.583,0.275,0.553,hizalı,2.0,1.33,1.29,1.35,1.32
488,alignment,0.643,0.412,0.683,hizalama,2.21,1.32,1.29,1.34,1.31
489,alike,0.653,0.173,0.444,benzer,2.64,1.3,1.29,1.35,1.25
490,alimentation,0.781,0.551,0.602,beslenme,1.82,1.43,1.39,1.45,1.45
491,alimony,0.612,0.477,0.464,nafaka,1.75,1.63,1.61,1.64,1.64
492,aliquot,0.44,0.31,0.404,alikot,1.72,1.4,1.34,1.4,1.42
493,alive,0.816,0.637,0.731,canlı,2.81,1.33,1.32,1.4,1.28
494,alkali,0.49,0.35,0.408,alkali,1.56,1.66,1.57,1.58,1.77
495,alkaloids,0.433,0.562,0.402,alkoloidler,1.64,1.69,1.63,1.76,1.63
496,allay,0.417,0.406,0.398,yatıştırmak,1.91,1.37,1.33,1.38,1.38
497,allegation,0.578,0.578,0.608,iddia,1.22,2.41,2.27,2.33,2.46
498,allege,0.418,0.482,0.587,iddia etmek,1.42,1.97,1.83,1.89,2.04
499,alleged,0.365,0.522,0.52,iddia edilen,1.28,2.32,2.26,2.32,2.29
500,allegiance,0.917,0.398,0.75,bağlılık,2.38,1.34,1.31,1.38,1.32
501,allegorical,0.517,0.558,0.598,alegorik,2.74,1.33,1.31,1.4,1.27
502,allegory,0.615,0.58,0.509,alegori,2.56,1.33,1.31,1.39,1.29
503,allegro,0.635,0.627,0.453,allegro,1.85,1.4,1.35,1.42,1.39
504,allergic,0.135,0.549,0.273,alerjik,1.16,2.62,2.72,2.76,2.39
505,allergy,0.296,0.606,0.389,alerji,1.48,2.16,2.11,2.19,2.09
506,alleviate,0.869,0.27,0.528,hafifletmek,2.65,1.28,1.29,1.33,1.26
507,alleviation,0.735,0.2,0.491,hafifletme,2.11,1.39,1.36,1.41,1.39
508,alley,0.347,0.5,0.355,sokak,1.48,1.85,1.64,1.71,2.03
509,alleyway,0.357,0.471,0.382,ara sokak,1.42,1.94,1.72,1.76,2.17
510,alliance,0.696,0.473,0.769,ittifak,2.63,1.3,1.28,1.34,1.27
511,allied,0.714,0.245,0.642,müttefik,2.01,1.36,1.33,1.39,1.36
512,alligator,0.354,0.704,0.645,timsah,1.59,2.0,1.89,2.2,1.77
513,allocate,0.673,0.462,0.672,tahsis etmek,2.2,1.32,1.28,1.34,1.31
514,allocation,0.604,0.388,0.679,tahsis,1.82,1.38,1.33,1.39,1.39
515,allot,0.622,0.481,0.616,tahsis etmek,2.68,1.34,1.31,1.37,1.34
516,allotment,0.6,0.39,0.64,tahsis,1.97,1.36,1.32,1.38,1.37
517,allow,0.698,0.429,0.538,izin vermek,2.34,1.29,1.27,1.32,1.28
518,allowable,0.698,0.5,0.561,izin verilebilir,1.79,1.49,1.42,1.5,1.48
519,allowance,0.673,0.382,0.591,ödenek,2.85,1.27,1.28,1.31,1.25
520,allowed,0.73,0.36,0.655,izin verilmiş,1.97,1.38,1.33,1.39,1.38
521,alloy,0.583,0.443,0.593,alaşım,1.76,1.39,1.34,1.4,1.41
522,allsmiles,0.786,0.528,0.43,gülücükler,,,,,
523,allure,0.804,0.585,0.686,cazibe,3.28,1.3,1.3,1.42,1.21
524,alluring,0.837,0.745,0.843,çekici,3.24,1.34,1.33,1.46,1.24
525,allusion,0.44,0.308,0.462,ima,1.94,1.38,1.34,1.4,1.38
526,alluvial,0.323,0.49,0.491,alüvyon,1.79,1.41,1.36,1.42,1.42
527,ally,0.792,0.32,0.688,müttefik,2.55,1.34,1.32,1.4,1.3
528,almanac,0.688,0.19,0.412,almanak,1.79,1.38,1.32,1.39,1.4
529,almighty,0.938,0.874,0.958,her şeye kadir,2.92,1.37,1.35,1.46,1.3
530,almond,0.698,0.183,0.314,badem,2.45,1.29,1.27,1.33,1.27
531,aloft,0.771,0.373,0.7,havada,1.84,1.41,1.36,1.43,1.41
532,aloha,0.698,0.44,0.441,aloha,3.43,1.2,1.23,1.29,1.12
533,alone,0.333,0.167,0.216,yalnız,1.56,1.74,1.65,1.69,1.81
534,alongside,0.458,0.333,0.347,yanında,2.47,1.3,1.29,1.34,1.29
535,aloof,0.189,0.423,0.302,uzak,1.65,1.49,1.42,1.44,1.59
536,aloud,0.458,0.713,0.75,yüksek sesle,2.5,1.31,1.3,1.36,1.28
537,alpha,0.708,0.34,0.755,alfa,2.08,1.37,1.32,1.42,1.35
538,alphabet,0.562,0.204,0.672,alfabe,2.33,1.3,1.28,1.33,1.28
539,alphabetical,0.537,0.296,0.535,alfabetik,2.09,1.35,1.31,1.37,1.34
540,alpine,0.594,0.337,0.474,alp,2.46,1.31,1.29,1.36,1.28
541,alreadyyyyy,0.592,0.717,0.351,zatenyyyy,,,,,
542,altar,0.724,0.387,0.635,altar,1.89,1.4,1.35,1.42,1.4
543,altar boy,0.434,0.206,0.35,sunak çocuğu,,,,,
544,alter,0.333,0.694,0.654,değiştirmek,1.69,1.55,1.47,1.52,1.59
545,alteration,0.167,0.798,0.609,değişiklik,1.74,1.48,1.42,1.49,1.49
546,altercation,0.17,0.806,0.5,tartışma,1.28,2.42,2.29,2.48,2.3
547,altered,0.255,0.765,0.5,değiştirilmiş,1.83,1.47,1.43,1.51,1.45
548,alternate,0.625,0.363,0.589,alternatif,2.03,1.34,1.3,1.36,1.34
549,alternating,0.48,0.494,0.542,dönüşümlü,1.83,1.38,1.33,1.39,1.39
550,alternative,0.628,0.373,0.631,alternatif,2.58,1.29,1.28,1.33,1.27
551,altimeter,0.615,0.51,0.58,altimetre,1.8,1.4,1.35,1.42,1.41
552,altitude,0.708,0.482,0.736,yükseklik,1.86,1.44,1.39,1.47,1.43
553,alto,0.656,0.404,0.73,alto,1.91,1.36,1.31,1.38,1.37
554,altogether,0.833,0.324,0.644,tamamen,1.55,1.73,1.69,1.72,1.77
555,aluminum,0.449,0.28,0.434,alüminyum,1.8,1.37,1.32,1.38,1.39
556,alumnus,0.633,0.368,0.422,mezun,1.98,1.37,1.32,1.4,1.36
557,alveolar,0.469,0.481,0.367,alveolar,1.66,1.51,1.48,1.5,1.55
558,alzheimers,0.194,0.518,0.319,alzheimer,1.15,2.53,2.95,2.73,2.27
559,amalgam,0.438,0.333,0.51,amalgam,1.71,1.49,1.45,1.5,1.49
560,amalgamation,0.406,0.47,0.531,birleşme,1.85,1.42,1.36,1.44,1.41
561,amaretto,0.543,0.551,0.375,Amaretto,2.79,1.31,1.29,1.38,1.26
562,amass,0.552,0.465,0.465,yığmak,1.79,1.44,1.38,1.46,1.45
563,amateur,0.469,0.5,0.409,amatör,1.97,1.46,1.4,1.52,1.42
564,amaze,0.896,0.843,0.783,şaşırtmak,3.42,1.36,1.37,1.51,1.23
565,amazed,0.796,0.779,0.533,hayret,3.54,1.26,1.29,1.36,1.17
566,amazedness,0.827,0.872,0.51,hayret,,,,,
567,amazement,0.75,0.8,0.639,şaşkınlık,3.31,1.28,1.29,1.37,1.2
568,amazing,0.906,0.837,0.849,Harika,3.81,1.26,1.3,1.39,1.14
569,amazingly,0.918,0.765,0.92,inanılmaz,3.31,1.26,1.28,1.34,1.19
570,ambassador,0.651,0.529,0.917,büyükelçi,2.37,1.32,1.29,1.35,1.31
571,amber,0.635,0.308,0.369,kehribar,2.82,1.26,1.26,1.31,1.23
572,ambience,0.735,0.356,0.426,ortam,3.06,1.26,1.26,1.33,1.21
573,ambient,0.625,0.36,0.582,ortam,3.17,1.24,1.26,1.3,1.19
574,ambiguity,0.164,0.46,0.37,belirsizlik,1.45,1.99,1.94,2.0,1.96
575,ambiguous,0.265,0.462,0.358,belirsiz,1.58,1.7,1.63,1.66,1.75
576,ambit,0.479,0.38,0.386,ambiyans,1.75,1.41,1.37,1.43,1.42
577,ambition,0.51,0.804,0.661,hırs,3.12,1.3,1.29,1.39,1.23
578,ambitious,0.484,0.821,0.717,hırslı,2.84,1.5,1.43,1.65,1.36
579,ambivalent,0.51,0.404,0.482,kararsız,1.4,2.12,1.9,1.99,2.26
580,ambrosia,0.571,0.452,0.48,çok lezzetli yemek,2.85,1.3,1.29,1.36,1.25
581,ambulance,0.5,0.75,0.609,ambulans,1.42,2.16,2.11,2.34,1.91
582,ambush,0.281,0.83,0.5,pusu,1.35,2.38,2.18,2.53,2.15
583,ameliorate,0.77,0.548,0.747,düzeltmek,1.88,1.41,1.37,1.42,1.42
584,amen,0.781,0.182,0.542,amin,2.35,1.37,1.34,1.41,1.34
585,amenable,0.448,0.41,0.406,uygun,2.1,1.33,1.3,1.35,1.32
586,amend,0.688,0.406,0.658,değiştirmek,2.02,1.33,1.3,1.34,1.33
587,amendment,0.531,0.459,0.606,değişiklik,1.8,1.44,1.4,1.45,1.45
588,amends,0.64,0.366,0.517,düzeltir,3.58,1.2,1.26,1.27,1.13
589,amenity,0.75,0.327,0.574,kolaylık,2.89,1.24,1.24,1.29,1.21
590,amethyst,0.622,0.406,0.517,ametist,3.1,1.25,1.26,1.31,1.21
591,amiable,0.847,0.29,0.483,sevimli,3.12,1.24,1.26,1.3,1.19
592,amicable,0.875,0.33,0.507,dostane,3.47,1.22,1.25,1.3,1.15
593,amid,0.51,0.34,0.256,ortasında,1.74,1.44,1.39,1.45,1.46
594,amidst,0.48,0.33,0.316,ortasında,1.86,1.39,1.34,1.41,1.4
595,amino,0.551,0.402,0.433,amino,1.78,1.45,1.41,1.47,1.46
596,ammo,0.323,0.765,0.621,cephane,1.38,2.27,1.97,2.36,2.11
597,ammonia,0.292,0.587,0.409,amonyak,1.53,1.76,1.69,1.72,1.81
598,ammonium,0.354,0.396,0.368,amonyum,1.53,1.74,1.61,1.65,1.85
599,ammunition,0.338,0.635,0.667,mühimmat,1.45,2.09,1.94,2.13,2.01
600,amnesia,0.296,0.33,0.308,amnezi,1.34,2.15,2.37,2.3,1.99
601,amnesty,0.551,0.451,0.814,af,1.85,1.49,1.42,1.49,1.5
602,amorous,0.844,0.67,0.636,aşık,2.99,1.47,1.43,1.63,1.32
603,amorphous,0.327,0.402,0.349,amorf,1.62,1.58,1.55,1.58,1.6
604,amortization,0.592,0.491,0.522,amortisman,1.77,1.42,1.37,1.43,1.43
605,amount,0.562,0.422,0.649,tutar,1.97,1.37,1.32,1.39,1.36
606,amour,0.865,0.48,0.652,aşk,2.9,1.32,1.31,1.39,1.26
607,amp,0.439,0.393,0.375,amfi,1.92,1.43,1.38,1.47,1.42
608,ampersand,0.48,0.448,0.483,ve işareti,1.87,1.38,1.34,1.4,1.39
609,amphetamines,0.133,0.667,0.526,amfetaminler,1.5,2.02,1.9,2.14,1.85
610,amphibian,0.427,0.357,0.474,amfibi,2.27,1.37,1.34,1.42,1.35
611,amphibious,0.479,0.346,0.445,amfibi,1.9,1.62,1.51,1.74,1.49
612,amphitheater,0.653,0.48,0.545,amfitiyatro,2.89,1.29,1.29,1.35,1.25
613,ample,0.744,0.349,0.719,bol,2.29,1.31,1.27,1.35,1.28
614,amplification,0.69,0.677,0.81,amplifikasyon,1.91,1.56,1.46,1.62,1.5
615,amplify,0.677,0.735,0.827,büyütmek,2.14,1.37,1.33,1.41,1.35
616,amplitude,0.694,0.439,0.692,genlik,1.95,1.38,1.34,1.41,1.38
617,amply,0.781,0.431,0.766,fazlasıyla,1.89,1.36,1.3,1.38,1.36
618,amputate,0.092,0.66,0.509,ampute etmek,1.19,2.6,2.62,2.79,2.33
619,amputation,0.1,0.755,0.483,ampütasyon,1.12,2.69,2.84,2.91,2.38
620,amuck,0.385,0.602,0.321,serseri,1.67,1.78,1.67,1.88,1.68
621,amulet,0.781,0.26,0.63,muska,2.37,1.35,1.31,1.4,1.33
622,amuse,0.812,0.684,0.664,eğlendirmek,2.57,1.34,1.33,1.39,1.3
623,amused,0.942,0.847,0.596,eğlenmek,3.74,1.21,1.26,1.3,1.13
624,amusement,0.929,0.837,0.803,eğlence,3.32,1.27,1.29,1.37,1.2
625,amusing,0.96,0.829,0.632,eğlenceli,3.55,1.22,1.26,1.31,1.15
626,ana,0.541,0.3,0.314,ana,1.71,1.51,1.45,1.52,1.53
627,anaconda,0.146,0.83,0.54,anakonda,1.61,1.94,1.81,2.21,1.67
628,anaesthesia,0.35,0.217,0.473,anestezi,1.66,1.6,1.54,1.66,1.57
629,anaesthetic,0.449,0.268,0.509,anestezik,1.74,1.51,1.45,1.54,1.49
630,anagram,0.552,0.327,0.449,anagram,1.77,1.42,1.37,1.43,1.43
631,anal,0.333,0.798,0.334,anal,1.59,1.98,1.85,2.14,1.82
632,analgesic,0.417,0.321,0.441,analjezik,1.82,1.39,1.34,1.4,1.4
633,analogous,0.531,0.27,0.5,benzer,1.82,1.38,1.33,1.39,1.39
634,analogue,0.57,0.32,0.446,analog,1.84,1.39,1.34,1.41,1.39
635,analogy,0.51,0.367,0.509,analoji,2.12,1.33,1.3,1.36,1.33
